#query	EC	reference GO
comp28536_c0_seq1_FPKM_all:2.716_FPKM_rel:2.716_len:742_path:[0].1	EC:1.1.1.44	GO:0004616
comp29796_c0_seq1_FPKM_all:2.551_FPKM_rel:2.551_len:549_path:[0].1	EC:2.1.1	GO:0008168
comp22186_c0_seq1_FPKM_all:3.329_FPKM_rel:3.329_len:913_path:[0].1	EC:2.7.7.48	GO:0003968
comp22203_c0_seq2_FPKM_all:3.309_FPKM_rel:1.936_len:547_path:[0,450].1	EC:6.3.2.1	GO:0004592
comp23254_c0_seq1_FPKM_all:4.795_FPKM_rel:4.795_len:406_path:[0].1	EC:3.4.24	GO:0004222
comp1719_c0_seq1_FPKM_all:125.556_FPKM_rel:125.556_len:2396_path:[0].1	EC:3.1.3.2	GO:0003993
comp48_c0_seq1_FPKM_all:803.303_FPKM_rel:803.303_len:2651_path:[0].3	EC:2.7.7.6	GO:0003899
comp8659_c0_seq1_FPKM_all:13.58_FPKM_rel:7.425_len:1426_path:[739,934,937,1837,1870,1905,1935].1	EC:3.1.3.48	GO:0004725
comp10627_c0_seq1_FPKM_all:13.246_FPKM_rel:13.246_len:2251_path:[0].2	EC:3.4.16	GO:0004185
comp11106_c0_seq1_FPKM_all:14.015_FPKM_rel:14.015_len:580_path:[0].1	EC:6.3.5	GO:0016884
comp11666_c0_seq1_FPKM_all:12.982_FPKM_rel:12.982_len:1155_path:[0].1	EC:3	GO:0016787
comp6393_c0_seq7_FPKM_all:5.859_FPKM_rel:0.823_len:1370_path:[7873,8085,1051,8182].2	EC:4.6.1.1	GO:0004016
comp6892_c0_seq4_FPKM_all:29.147_FPKM_rel:10.762_len:457_path:[0,500,1427].1	EC:3	GO:0016787
comp4055_c0_seq1_FPKM_all:65.047_FPKM_rel:62.519_len:1581_path:[468,643,677,2316,734,2244,1169].1	EC:1	GO:0016491
comp18175_c0_seq1_FPKM_all:3.377_FPKM_rel:3.377_len:708_path:[0].2	EC:6.3.4.5	GO:0004055
comp13060_c0_seq1_FPKM_all:5.161_FPKM_rel:1.943_len:1178_path:[1927,294,2566,1729,1766].2	EC:1.13.11.19	GO:0047800
comp13518_c0_seq1_FPKM_all:5.763_FPKM_rel:5.763_len:1209_path:[631,2073,711,813,1918,1230].1	EC:1	GO:0016491
comp13071_c0_seq1_FPKM_all:8.204_FPKM_rel:8.204_len:1532_path:[0].1	EC:6.3.5	GO:0016884
comp13821_c0_seq1_FPKM_all:9.483_FPKM_rel:9.483_len:443_path:[756,803,837,893].1	EC:2.4	GO:0016757
comp30766_c0_seq1_FPKM_all:2.386_FPKM_rel:2.386_len:544_path:[0].1	EC:1.1	GO:0016614
comp2766_c0_seq1_FPKM_all:82.247_FPKM_rel:82.247_len:3335_path:[0].1	EC:3.4.21	GO:0004252
comp2418_c0_seq1_FPKM_all:116.471_FPKM_rel:116.471_len:1263_path:[0].1	EC:1	GO:0016491
comp2783_c0_seq3_FPKM_all:43.047_FPKM_rel:43.047_len:434_path:[153,231,237,467,507].1	EC:3.2.1	GO:0004553
comp28131_c0_seq1_FPKM_all:2.354_FPKM_rel:2.354_len:711_path:[0].1	EC:3.6.1	GO:0016818
comp1346_c0_seq1_FPKM_all:156.819_FPKM_rel:80.019_len:1432_path:[144,1838,247,705,727,1212,1216].1	EC:2.1.1	GO:0008168
comp1544_c0_seq4_FPKM_all:99.353_FPKM_rel:25_len:4843_path:[0,459,4771].1	EC:2.7.1.50	GO:0004417
comp1554_c0_seq1_FPKM_all:148.655_FPKM_rel:148.655_len:2474_path:[0].1	EC:2.7.1	GO:0016773
comp8770_c0_seq1_FPKM_all:15.866_FPKM_rel:15.866_len:1438_path:[0].2	EC:6.3.2.19	GO:0004842
comp8659_c0_seq2_FPKM_all:14.296_FPKM_rel:7.194_len:1130_path:[739,934,937,2213].1	EC:3.1.3.48	GO:0004725
comp9086_c0_seq1_FPKM_all:17.457_FPKM_rel:17.457_len:2070_path:[0,124,131,2266,425,543].1	EC:3.1	GO:0016788
comp8445_c0_seq1_FPKM_all:11.196_FPKM_rel:7.088_len:665_path:[575,729,743,767,771,1790].1	EC:2.6.1	GO:0008483
comp37062_c0_seq1_FPKM_all:1.348_FPKM_rel:1.348_len:304_path:[0].1	EC:3.2.1	GO:0004553
comp25726_c0_seq1_FPKM_all:3.301_FPKM_rel:3.301_len:776_path:[0].1	EC:5.2.1.8	GO:0003755
comp10216_c0_seq1_FPKM_all:9.633_FPKM_rel:7.089_len:2833_path:[0,2975,741,1054].2	EC:3.6.3	GO:0016820
comp10264_c0_seq1_FPKM_all:16.412_FPKM_rel:16.412_len:1232_path:[0].1	EC:3	GO:0016787
comp6245_c0_seq1_FPKM_all:16.747_FPKM_rel:13.148_len:465_path:[795,830,846,1519,900,1215].1	EC:3.2.1	GO:0004553
comp6129_c0_seq2_FPKM_all:23.354_FPKM_rel:12.993_len:1635_path:[2009,313,349,557,1281,1295,1612,1628].1	EC:4.1.2.13	GO:0004332
comp6892_c0_seq5_FPKM_all:27.464_FPKM_rel:18.45_len:485_path:[582,716,732,848].1	EC:3	GO:0016787
comp7793_c0_seq2_FPKM_all:22.703_FPKM_rel:11.451_len:2237_path:[0,521].2	EC:2.7.7.7	GO:0003887
comp4428_c0_seq1_FPKM_all:44.716_FPKM_rel:23.419_len:3347_path:[0,3208,2739].5	EC:3.4.23	GO:0004190
comp4055_c0_seq2_FPKM_all:51.911_FPKM_rel:40.558_len:352_path:[291,2453,416,460,468].1	EC:1	GO:0016491
comp5296_c0_seq1_FPKM_all:40.731_FPKM_rel:20.547_len:1880_path:[0,1323,1391].1	EC:2.7.1.127	GO:0008440
comp4020_c1_seq1_FPKM_all:61.661_FPKM_rel:61.661_len:1382_path:[2436].1	EC:1.1.1.133	GO:0008831
comp14889_c0_seq1_FPKM_all:7.494_FPKM_rel:7.494_len:1030_path:[0,364,388,393].1	EC:3.6.1.1	GO:0004427
comp19878_c0_seq1_FPKM_all:4.719_FPKM_rel:4.719_len:304_path:[0].1	EC:4.1.1.31	GO:0008964
comp20900_c0_seq1_FPKM_all:3.868_FPKM_rel:3.868_len:574_path:[0].1	EC:1	GO:0016491
comp12625_c0_seq2_FPKM_all:7.384_FPKM_rel:7.124_len:1050_path:[0,253].1	EC:2.4.1	GO:0016758
comp13118_c0_seq1_FPKM_all:8.919_FPKM_rel:2.403_len:1279_path:[0,264,279,1652].2	EC:4.2.1.51	GO:0004664
comp13619_c0_seq3_FPKM_all:6.206_FPKM_rel:4.808_len:1442_path:[876,1639,18,508].1	EC:3.4.16	GO:0004185
comp2270_c0_seq3_FPKM_all:73.86_FPKM_rel:73.551_len:443_path:[1484,1546,1571,2664,1859].1	EC:6.1.1	GO:0016876
comp2295_c0_seq1_FPKM_all:104.437_FPKM_rel:104.437_len:1557_path:[0].1	EC:4.2.1.24	GO:0004655
comp26367_c0_seq1_FPKM_all:3.244_FPKM_rel:3.244_len:379_path:[0].1	EC:3.1	GO:0016788
comp26310_c0_seq1_FPKM_all:3.248_FPKM_rel:2.042_len:368_path:[0,190].1	EC:2.4.1	GO:0016758
comp1346_c0_seq2_FPKM_all:170.164_FPKM_rel:100.293_len:1574_path:[0,142,144,212,247,705,727,1212,1216].1	EC:2.1.1	GO:0008168
comp285_c0_seq1_FPKM_all:472.234_FPKM_rel:236.917_len:3458_path:[0,1872].1	EC:2.1.1	GO:0008168
comp1836_c0_seq3_FPKM_all:136.838_FPKM_rel:122.248_len:618_path:[2153,2297,2330,2795,2396].1	EC:4	GO:0016829
comp8713_c0_seq1_FPKM_all:21.423_FPKM_rel:21.423_len:1277_path:[0].1	EC:2.1.1	GO:0008168
comp9253_c0_seq2_FPKM_all:9.337_FPKM_rel:9.337_len:856_path:[1489,2441,1580].1	EC:3	GO:0016787
comp36224_c0_seq1_FPKM_all:1.699_FPKM_rel:1.699_len:382_path:[0,249,295].1	EC:3.2.1	GO:0004553
comp25868_c0_seq1_FPKM_all:3.795_FPKM_rel:3.795_len:369_path:[0].1	EC:3.2	GO:0016798
comp11048_c0_seq1_FPKM_all:13.699_FPKM_rel:13.699_len:920_path:[0,422,445].1	EC:1.8.4	GO:0016671
comp11305_c0_seq4_FPKM_all:5.168_FPKM_rel:4.794_len:456_path:[172,2038,244,1939,523].1	EC:2.3.1.84	GO:0004026
comp7862_c0_seq1_FPKM_all:24.212_FPKM_rel:24.212_len:1515_path:[0,1635,730,863].1	EC:4.1.1.50	GO:0004014
comp6540_c0_seq4_FPKM_all:21.872_FPKM_rel:5.534_len:3857_path:[0,3884,2190,2509].3	EC:1	GO:0016491
comp4378_c0_seq1_FPKM_all:48.865_FPKM_rel:48.865_len:2331_path:[0].1	EC:3	GO:0016787
comp19579_c0_seq1_FPKM_all:4.979_FPKM_rel:4.979_len:878_path:[0].1	EC:2.7.7.6	GO:0003899
comp21202_c0_seq1_FPKM_all:3.662_FPKM_rel:3.662_len:1539_path:[0].1	EC:1.1.1.145	GO:0003854
comp12814_c0_seq1_FPKM_all:7.957_FPKM_rel:7.957_len:1601_path:[0].2	EC:3.4.21	GO:0004252
comp13060_c0_seq2_FPKM_all:4.785_FPKM_rel:1.284_len:878_path:[0,294,2566,1729,1766].1	EC:1.13.11.19	GO:0047800
comp3356_c0_seq1_FPKM_all:80.199_FPKM_rel:80.199_len:1712_path:[0].1	EC:1.1.1.44	GO:0004616
comp3912_c0_seq1_FPKM_all:46.512_FPKM_rel:46.512_len:2739_path:[0].1	EC:3.2.1	GO:0004553
comp3377_c0_seq1_FPKM_all:57.964_FPKM_rel:34.935_len:1357_path:[0,734].2	EC:5.2.1.8	GO:0003755
comp3604_c0_seq1_FPKM_all:65.925_FPKM_rel:65.925_len:1662_path:[0].2	EC:3.5.3.4	GO:0004037
comp2000_c0_seq1_FPKM_all:118.09_FPKM_rel:118.09_len:1543_path:[0].2	EC:1	GO:0016491
comp26310_c0_seq2_FPKM_all:2.854_FPKM_rel:1.694_len:383_path:[0,175,190].1	EC:2.4.1	GO:0016758
comp27996_c0_seq1_FPKM_all:2.963_FPKM_rel:2.963_len:461_path:[0,319].2	EC:3.4.24	GO:0004222
comp29746_c0_seq1_FPKM_all:3.071_FPKM_rel:3.071_len:367_path:[0,30,322,328].1	EC:3.4.16	GO:0004185
comp22006_c0_seq1_FPKM_all:4.269_FPKM_rel:4.269_len:648_path:[0,85,110].1	EC:1	GO:0016491
comp285_c0_seq2_FPKM_all:480.762_FPKM_rel:250.31_len:3531_path:[0,3457,1872].1	EC:2.1.1	GO:0008168
comp9904_c0_seq1_FPKM_all:11.498_FPKM_rel:11.498_len:1310_path:[0,99,107].1	EC:1	GO:0016491
comp8361_c0_seq1_FPKM_all:18.026_FPKM_rel:18.026_len:1188_path:[0,912,921].1	EC:3.1	GO:0016788
comp8744_c0_seq7_FPKM_all:18.719_FPKM_rel:11.275_len:312_path:[2496,3316,3341,2700].1	EC:1.3.3.6	GO:0003997
comp9509_c0_seq1_FPKM_all:19.706_FPKM_rel:9.853_len:825_path:[174,975].1	EC:3.4.16	GO:0004185
comp25821_c0_seq1_FPKM_all:2.282_FPKM_rel:2.282_len:449_path:[0].1	EC:6.1.1.9	GO:0004832
comp10861_c0_seq1_FPKM_all:12.293_FPKM_rel:12.293_len:1303_path:[0].1	EC:3.2.2.23	GO:0008534
comp7744_c0_seq1_FPKM_all:16.277_FPKM_rel:16.277_len:3053_path:[0,1040,1044,1542,1586,1607,2120,2134,3305,2467,2952,2961,3175,3002].1	EC:3.4.24	GO:0004222
comp6245_c0_seq2_FPKM_all:18.297_FPKM_rel:14.312_len:420_path:[795,830,846,1519,900,980].1	EC:3.2.1	GO:0004553
comp6129_c0_seq3_FPKM_all:25.6_FPKM_rel:15.071_len:1609_path:[0,313,1777,557,1281,1295,1612,1628].1	EC:4.1.2.13	GO:0004332
comp6991_c0_seq1_FPKM_all:21.56_FPKM_rel:12.808_len:320_path:[0,17,1953,99].1	EC:1	GO:0016491
comp5296_c0_seq2_FPKM_all:43.371_FPKM_rel:22.43_len:1812_path:[0,1391].1	EC:2.7.1.127	GO:0008440
comp14683_c0_seq1_FPKM_all:5.223_FPKM_rel:3.77_len:1504_path:[0,846,1504,1228].1	EC:3.5.1	GO:0016811
comp13118_c0_seq2_FPKM_all:8.679_FPKM_rel:2.304_len:1275_path:[0,1415,279,1652].2	EC:4.2.1.51	GO:0004664
comp2976_c0_seq1_FPKM_all:64.9_FPKM_rel:64.9_len:1954_path:[0].1	EC:1	GO:0016491
comp2085_c0_seq1_FPKM_all:85.356_FPKM_rel:85.356_len:1148_path:[0,676,683,2320,1050,2285,1107].1	EC:5.4.99.12	GO:0009982
comp3377_c0_seq2_FPKM_all:84.705_FPKM_rel:43.147_len:752_path:[1381,734].1	EC:5.2.1.8	GO:0003755
comp2312_c0_seq1_FPKM_all:86.298_FPKM_rel:86.298_len:1891_path:[0].1	EC:3.2.1.15	GO:0004650
comp29808_c0_seq1_FPKM_all:2.611_FPKM_rel:2.611_len:314_path:[0].1	EC:2.3.1	GO:0016747
comp648_c0_seq1_FPKM_all:238.743_FPKM_rel:238.743_len:2431_path:[0].1	EC:1	GO:0016491
comp1359_c0_seq1_FPKM_all:197.869_FPKM_rel:197.869_len:1026_path:[0].2	EC:3.4.25	GO:0004298
comp916_c0_seq1_FPKM_all:195.591_FPKM_rel:195.591_len:2660_path:[0].2	EC:1.14.13.8	GO:0004499
comp1836_c0_seq4_FPKM_all:63.847_FPKM_rel:18.641_len:1332_path:[77,3985,4017,633,1260,4143,1536].1	EC:4	GO:0016829
comp1742_c0_seq2_FPKM_all:78.282_FPKM_rel:39.482_len:3558_path:[0,3500,838].5	EC:1.13.11.32	GO:0018580
comp1581_c0_seq1_FPKM_all:143.858_FPKM_rel:76.142_len:1151_path:[0,330].1	EC:3	GO:0016787
comp664_c0_seq1_FPKM_all:305.462_FPKM_rel:305.462_len:1099_path:[0].1	EC:3	GO:0016787
comp9137_c0_seq1_FPKM_all:19.249_FPKM_rel:19.249_len:2257_path:[0,271,305,541,569,1751,1805].2	EC:2.4	GO:0016757
comp9405_c0_seq1_FPKM_all:12.898_FPKM_rel:3.362_len:3281_path:[0,5894,1828,5828].1	EC:2.1.1	GO:0008168
comp9509_c0_seq2_FPKM_all:8.041_FPKM_rel:4.021_len:807_path:[999,1090,1107,1508,1806,1581].1	EC:3.4.16	GO:0004185
comp8445_c0_seq4_FPKM_all:5.24_FPKM_rel:5.24_len:352_path:[2330,222,2232,330].1	EC:2.6.1	GO:0008483
comp37809_c0_seq1_FPKM_all:1.518_FPKM_rel:1.518_len:360_path:[0].1	EC:2.1.1	GO:0008168
comp10504_c0_seq1_FPKM_all:13.376_FPKM_rel:13.376_len:549_path:[0].1	EC:3.4.21	GO:0004252
comp6393_c0_seq9_FPKM_all:5.539_FPKM_rel:0.793_len:2972_path:[0,491,642,8085,1051,2251,2979].2	EC:4.6.1.1	GO:0004016
comp7844_c0_seq1_FPKM_all:26.936_FPKM_rel:26.936_len:1940_path:[0].1	EC:2.7.6.2	GO:0004788
comp6245_c0_seq3_FPKM_all:22.91_FPKM_rel:22.91_len:486_path:[2308,273,298,306,2002,603].1	EC:2.4.1.207	GO:0016762
comp6850_c0_seq1_FPKM_all:38.509_FPKM_rel:38.509_len:1655_path:[0].1	EC:3.2.1.45	GO:0004348
comp6991_c0_seq2_FPKM_all:28.785_FPKM_rel:14.027_len:935_path:[378,503,522,1713,882,1617,1221,1245,1251].1	EC:1	GO:0016491
comp5188_c0_seq1_FPKM_all:42.061_FPKM_rel:42.061_len:743_path:[0].1	EC:3	GO:0016787
comp14193_c0_seq1_FPKM_all:6.418_FPKM_rel:6.418_len:596_path:[0,178,230,426].1	EC:3	GO:0016787
comp14683_c0_seq2_FPKM_all:6.218_FPKM_rel:3.203_len:725_path:[1566,846,1504,1228].1	EC:3.5.1	GO:0016811
comp19656_c0_seq1_FPKM_all:4.4_FPKM_rel:2.514_len:652_path:[0,650,421].1	EC:3.1.26.3	GO:0004525
comp18598_c0_seq1_FPKM_all:5.172_FPKM_rel:5.172_len:1050_path:[0].1	EC:1.13.12.14	GO:0010277
comp18160_c0_seq1_FPKM_all:5.645_FPKM_rel:2.572_len:956_path:[0,358,627,1020,660,911,920].1	EC:3.6.1.1	GO:0004427
comp21664_c0_seq1_FPKM_all:3.57_FPKM_rel:2.272_len:421_path:[144,1596,278,288,464].1	EC:2.7.1	GO:0016773
comp20102_c0_seq2_FPKM_all:3.077_FPKM_rel:1.784_len:766_path:[1499,852].1	EC:3	GO:0016787
comp13060_c0_seq3_FPKM_all:4.481_FPKM_rel:2.241_len:503_path:[0,294,326].1	EC:1.13.11.19	GO:0047800
comp12035_c0_seq6_FPKM_all:8.513_FPKM_rel:8.513_len:678_path:[884,970,1091,2835,1424,2707].1	EC:1	GO:0016491
comp31079_c0_seq1_FPKM_all:2.341_FPKM_rel:2.341_len:394_path:[0].1	EC:2.7.1.71	GO:0004765
comp3950_c0_seq1_FPKM_all:55.321_FPKM_rel:55.321_len:1591_path:[165,235,305,619,635].1	EC:1	GO:0016491
comp2960_c0_seq1_FPKM_all:72.026_FPKM_rel:72.026_len:3170_path:[0].1	EC:3.4.21	GO:0004252
comp2035_c0_seq1_FPKM_all:84.609_FPKM_rel:21.663_len:1121_path:[291,424,429,2856,900,1323,1326,2688].2	EC:2.7.7.12	GO:0008108
comp3744_c0_seq1_FPKM_all:45.204_FPKM_rel:45.204_len:3091_path:[0].1	EC:3.1.3	GO:0016791
comp3585_c0_seq1_FPKM_all:81.61_FPKM_rel:81.61_len:796_path:[0].1	EC:1	GO:0016491
comp3762_c0_seq1_FPKM_all:57.982_FPKM_rel:29.554_len:1485_path:[0,857,936].1	EC:1	GO:0016491
comp16293_c0_seq1_FPKM_all:5.303_FPKM_rel:5.303_len:1900_path:[0].1	EC:4	GO:0016829
comp16290_c0_seq1_FPKM_all:6.38_FPKM_rel:6.38_len:1408_path:[0,522,579].1	EC:2.3.1.43	GO:0004607
comp16960_c0_seq1_FPKM_all:5.589_FPKM_rel:5.589_len:1265_path:[0].1	EC:3.2.1	GO:0004553
comp23686_c0_seq1_FPKM_all:3.788_FPKM_rel:2.131_len:577_path:[0,607].1	EC:2.4.1.12	GO:0016760
comp1673_c0_seq1_FPKM_all:118.893_FPKM_rel:118.893_len:2746_path:[0].2	EC:6.1.1	GO:0016876
comp132_c0_seq1_FPKM_all:350.554_FPKM_rel:177.755_len:3218_path:[0,2535].2	EC:5.2.1.8	GO:0003755
comp167_c0_seq1_FPKM_all:847.588_FPKM_rel:847.588_len:1656_path:[0].2	EC:1	GO:0016491
comp1581_c0_seq2_FPKM_all:130.021_FPKM_rel:66.24_len:1222_path:[0,1174,330].1	EC:3	GO:0016787
comp8659_c0_seq5_FPKM_all:7.607_FPKM_rel:5.072_len:431_path:[2755,65,2681].2	EC:3.1.3.48	GO:0004725
comp9509_c0_seq3_FPKM_all:7.668_FPKM_rel:3.979_len:824_path:[2107,1874,1107,1508,1806,1581].1	EC:3.4.16	GO:0004185
comp8445_c0_seq5_FPKM_all:8.539_FPKM_rel:4.497_len:676_path:[575,729,743,767,771,1118].1	EC:2.6.1	GO:0008483
comp8122_c0_seq1_FPKM_all:23.357_FPKM_rel:23.357_len:1474_path:[0].1	EC:6.3.2.1	GO:0004592
comp36317_c0_seq1_FPKM_all:1.724_FPKM_rel:1.724_len:317_path:[0].1	EC:1	GO:0016491
comp24661_c0_seq1_FPKM_all:3.14_FPKM_rel:3.14_len:359_path:[0,359,298].1	EC:6.3.2.19	GO:0004842
comp24148_c0_seq1_FPKM_all:4.476_FPKM_rel:4.476_len:557_path:[0,299,301].1	EC:2.7.1	GO:0016773
comp35132_c0_seq1_FPKM_all:1.929_FPKM_rel:1.929_len:301_path:[0].1	EC:3.2.1	GO:0004553
comp11837_c0_seq1_FPKM_all:7.741_FPKM_rel:7.741_len:428_path:[579,685,723,749,774].1	EC:2.6	GO:0016769
comp10050_c0_seq1_FPKM_all:17.217_FPKM_rel:17.217_len:734_path:[0].1	EC:6.3.5	GO:0016884
comp11780_c0_seq2_FPKM_all:5.467_FPKM_rel:3.602_len:1062_path:[1197,1349,1374,1910,2176,2185,3426,3444].1	EC:3.1.2.15	GO:0004221
comp10646_c0_seq1_FPKM_all:12.647_FPKM_rel:10.567_len:821_path:[0,868].1	EC:3	GO:0016787
comp7746_c0_seq1_FPKM_all:22.378_FPKM_rel:11.336_len:1163_path:[0,1153,596].1	EC:6.1.1.7	GO:0004813
comp6043_c0_seq1_FPKM_all:32.37_FPKM_rel:32.37_len:1263_path:[0].2	EC:1	GO:0016491
comp6991_c0_seq3_FPKM_all:33.231_FPKM_rel:17.693_len:888_path:[378,503,522,882,1617,1221,1245,1251].1	EC:1	GO:0016491
comp4852_c0_seq2_FPKM_all:38.322_FPKM_rel:34.317_len:1262_path:[2019,3734,2103,3665,2439,3518,3108].1	EC:3.2.1	GO:0004553
comp5819_c0_seq1_FPKM_all:40.438_FPKM_rel:40.438_len:1511_path:[0].2	EC:2.1.1	GO:0008168
comp15198_c0_seq2_FPKM_all:6.47_FPKM_rel:4.341_len:834_path:[0,487].2	EC:3.1.26.3	GO:0004525
comp15378_c0_seq1_FPKM_all:7.479_FPKM_rel:7.479_len:653_path:[0].1	EC:3.4.16	GO:0004185
comp14519_c0_seq2_FPKM_all:6.863_FPKM_rel:6.863_len:1050_path:[1229,2386,1303,2351,1355,2106].1	EC:3.1	GO:0016788
comp15598_c0_seq1_FPKM_all:2.64_FPKM_rel:2.64_len:634_path:[0,178,236,581,584,622].1	EC:2.1.1	GO:0008168
comp15609_c0_seq1_FPKM_all:6.126_FPKM_rel:6.126_len:920_path:[0].1	EC:3	GO:0016787
comp19656_c0_seq2_FPKM_all:4.519_FPKM_rel:2.627_len:650_path:[0,412,421].1	EC:3.1.26.3	GO:0004525
comp19618_c0_seq2_FPKM_all:2.522_FPKM_rel:2.312_len:325_path:[0,200].1	EC:3.4.21	GO:0004252
comp21664_c0_seq2_FPKM_all:2.872_FPKM_rel:1.63_len:440_path:[0,1596,278,288,464].1	EC:2.7.1	GO:0016773
comp13118_c0_seq3_FPKM_all:8.552_FPKM_rel:2.263_len:1298_path:[0,1415,279,1273].2	EC:4.2.1.51	GO:0004664
comp13517_c0_seq5_FPKM_all:4.512_FPKM_rel:4.512_len:916_path:[1144,74,334].1	EC:1	GO:0016491
comp12609_c0_seq1_FPKM_all:7.543_FPKM_rel:7.543_len:2178_path:[0,100,122,199,959,973,1973,1987].1	EC:3.4.21	GO:0004252
comp12614_c0_seq1_FPKM_all:9.968_FPKM_rel:5.341_len:908_path:[0,783].1	EC:2.7.11	GO:0004674
comp2085_c0_seq2_FPKM_all:94.155_FPKM_rel:94.155_len:962_path:[1107,2214,1194,1473,1477].1	EC:2.7.8	GO:0016780
comp3256_c0_seq2_FPKM_all:48.763_FPKM_rel:24.382_len:4117_path:[0,6023,83,6283].2	EC:1	GO:0016491
comp3762_c0_seq2_FPKM_all:63.329_FPKM_rel:33.304_len:1406_path:[0,936].1	EC:1	GO:0016491
comp27495_c0_seq1_FPKM_all:2.836_FPKM_rel:2.836_len:879_path:[0].2	EC:1	GO:0016491
comp27573_c0_seq1_FPKM_all:3.09_FPKM_rel:3.09_len:829_path:[0].1	EC:3.2.1.24	GO:0004559
comp29429_c0_seq1_FPKM_all:2.355_FPKM_rel:2.355_len:348_path:[0].1	EC:1.11.1.7	GO:0004601
comp17348_c0_seq1_FPKM_all:5.7_FPKM_rel:5.7_len:761_path:[0].1	EC:3.4.21	GO:0004252
comp23686_c0_seq2_FPKM_all:3.657_FPKM_rel:2.082_len:607_path:[0,523].1	EC:2.4.1.12	GO:0016760
comp23345_c0_seq1_FPKM_all:2.07_FPKM_rel:1.788_len:363_path:[583,28,70,292].1	EC:2.1.1.10	GO:0008898
comp1543_c0_seq1_FPKM_all:71.486_FPKM_rel:71.486_len:4729_path:[0].1	EC:5.2.1.8	GO:0003755
comp618_c0_seq1_FPKM_all:398.302_FPKM_rel:398.302_len:1245_path:[0].1	EC:3.4	GO:0008233
comp415_c1_seq1_FPKM_all:304.138_FPKM_rel:154.654_len:2028_path:[0,234,260,2256,1103].1	EC:3.2.1	GO:0004553
comp1769_c0_seq1_FPKM_all:106.237_FPKM_rel:106.237_len:3023_path:[0].1	EC:3.4.24	GO:0004222
comp1552_c0_seq2_FPKM_all:16.513_FPKM_rel:16.513_len:2360_path:[4401,4447,44,168,1329,1353,2349,2352].1	EC:2.7.1	GO:0016773
comp1036_c0_seq1_FPKM_all:257.023_FPKM_rel:257.023_len:493_path:[326,402,439,2812,748].1	EC:1	GO:0016491
comp1138_c0_seq1_FPKM_all:155.824_FPKM_rel:155.824_len:3697_path:[0].1	EC:1	GO:0016491
comp1112_c0_seq1_FPKM_all:221.02_FPKM_rel:221.02_len:1199_path:[0].1	EC:1	GO:0016491
comp8687_c0_seq1_FPKM_all:21.854_FPKM_rel:21.854_len:808_path:[0].1	EC:1	GO:0016491
comp9405_c0_seq2_FPKM_all:14.006_FPKM_rel:3.56_len:2936_path:[0,1828,5828].1	EC:2.1.1	GO:0008168
comp24141_c0_seq1_FPKM_all:3.578_FPKM_rel:3.578_len:315_path:[0].2	EC:1.10.2.2	GO:0008121
comp34562_c0_seq1_FPKM_all:1.75_FPKM_rel:1.75_len:449_path:[0].1	EC:2.7.7	GO:0016779
comp10020_c0_seq1_FPKM_all:14.588_FPKM_rel:6.093_len:981_path:[0,1623,1007,1647,577].1	EC:2.1.1.77	GO:0004719
comp10252_c0_seq1_FPKM_all:9.397_FPKM_rel:4.666_len:527_path:[3116,633,1073].1	EC:2.4.1	GO:0016758
comp10646_c0_seq2_FPKM_all:12.048_FPKM_rel:6.81_len:326_path:[0,182].1	EC:3	GO:0016787
comp6111_c0_seq1_FPKM_all:32.576_FPKM_rel:32.576_len:2316_path:[0].1	EC:3.3.2.10	GO:0004301
comp7445_c0_seq1_FPKM_all:7.09_FPKM_rel:3.588_len:1580_path:[0,5962,250,5902,1316,5820].1	EC:4.2.3.4	GO:0003856
comp6991_c0_seq4_FPKM_all:26.377_FPKM_rel:15.64_len:404_path:[99,320,333,1849,378].1	EC:1	GO:0016491
comp4274_c0_seq1_FPKM_all:36.289_FPKM_rel:19.412_len:512_path:[78,2058,269,450].1	EC:1	GO:0016491
comp4406_c0_seq1_FPKM_all:47.219_FPKM_rel:47.219_len:2094_path:[0,1123].1	EC:3.2.1.51	GO:0004560
comp4428_c0_seq2_FPKM_all:45.33_FPKM_rel:23.117_len:3209_path:[0,2739].5	EC:3.4.23	GO:0004190
comp4852_c0_seq3_FPKM_all:26.549_FPKM_rel:26.414_len:1006_path:[1090,1151,1191,1487,1524,3879,1566,1975,2019].1	EC:3.2.1	GO:0004553
comp15994_c0_seq1_FPKM_all:6.107_FPKM_rel:6.107_len:727_path:[0].1	EC:1	GO:0016491
comp14262_c0_seq3_FPKM_all:6.778_FPKM_rel:6.062_len:1431_path:[277,1708,454].1	EC:1.14.19.2	GO:0045300
comp14513_c0_seq1_FPKM_all:7.544_FPKM_rel:7.544_len:747_path:[0,540,548].1	EC:3.6.1.1	GO:0004427
comp19618_c0_seq3_FPKM_all:3.219_FPKM_rel:2.146_len:382_path:[200,325,359].1	EC:3.4.21	GO:0004252
comp18160_c0_seq3_FPKM_all:6.023_FPKM_rel:2.921_len:947_path:[0,358,627,1020,660,920].1	EC:3.6.1.1	GO:0004427
comp21664_c0_seq3_FPKM_all:3.615_FPKM_rel:3.541_len:926_path:[464,565,589,655].1	EC:2.7.1	GO:0016773
comp12844_c0_seq3_FPKM_all:7.663_FPKM_rel:4.221_len:1141_path:[0,1228].2	EC:1	GO:0016491
